id_usuario,Length,Recency_Prime,Frequency,Monetary,Recency,Cluster
12530.0,277.0,139.33333333333334,4.0,1662.2800000000002,139.33333333333334,2
12531.0,0.0,15.0,1.0,125.22,15.0,1
12532.0,0.0,30.0,1.0,349.83000000000004,30.0,1
12534.0,0.0,131.0,1.0,1089.18,131.0,1
12535.0,94.0,139.5,2.0,716.3499999999999,139.5,1
12536.0,15.0,48.333333333333336,3.0,12601.830000000002,48.333333333333336,1
12538.0,0.0,29.0,1.0,363.95,29.0,1
12539.0,311.0,200.33333333333334,4.0,5568.349999999999,200.33333333333334,2
12540.0,342.0,34.333333333333336,17.0,13400.24,34.333333333333336,0
12541.0,251.0,161.33333333333334,3.0,981.18,161.33333333333334,2
12544.0,0.0,36.0,1.0,372.7,36.0,1
12545.0,184.0,167.5,2.0,1000.39,167.5,2
12546.0,31.0,62.5,2.0,1161.5,62.5,1
12547.0,82.0,239.5,2.0,207.8,239.5,4
12548.0,0.0,166.0,1.0,95.19999999999999,166.0,4
12550.0,0.0,79.0,1.0,964.83,79.0,1
12551.0,0.0,358.0,1.0,168.0,358.0,4
12552.0,0.0,39.5,2.0,437.82,39.5,1
12553.0,321.0,30.333333333333332,10.0,3692.2799999999997,30.333333333333332,2
12556.0,100.0,100.5,2.0,603.71,100.5,1
12557.0,355.0,143.33333333333334,5.0,11990.960000000001,143.33333333333334,2
12558.0,0.0,8.0,1.0,269.96,8.0,1
12559.0,8.0,315.5,2.0,561.71,315.5,4
12560.0,137.0,86.66666666666667,3.0,2134.01,86.66666666666667,1
12561.0,0.0,303.0,1.0,238.85,303.0,4
12562.0,190.0,29.0,7.0,3781.74,29.0,2
12564.0,0.0,261.0,1.0,456.9,261.0,4
12565.0,0.0,289.0,1.0,145.92,289.0,4
12566.0,0.0,86.0,1.0,351.65,86.0,1
12567.0,346.0,75.66666666666667,10.0,9401.279999999999,75.66666666666667,0
12569.0,250.0,3.0,32.0,4124.6900000000005,3.0,0
12571.0,81.0,81.0,2.0,519.61,81.0,1
12572.0,43.0,30.5,2.0,1020.4200000000001,30.5,1
12573.0,0.0,227.0,1.0,160.54000000000002,227.0,4
12574.0,0.0,316.0,1.0,218.45,316.0,4
12576.0,268.0,94.0,5.0,1315.83,94.0,2
12577.0,323.0,143.0,3.0,657.8,143.0,2
12578.0,308.0,175.5,2.0,2794.51,175.5,2
12579.0,0.0,78.0,1.0,440.42,78.0,1
12580.0,0.0,247.0,1.0,415.7,247.0,4
12581.0,0.0,40.0,1.0,197.71,40.0,1
12582.0,49.0,264.0,2.0,511.36,264.0,4
12583.0,370.0,18.0,15.0,7281.379999999999,18.0,0
12584.0,276.0,20.666666666666668,9.0,2338.15,20.666666666666668,2
12585.0,117.0,292.5,2.0,2040.1,292.5,4
12586.0,0.0,17.0,1.0,196.94000000000003,17.0,1
12587.0,0.0,8.0,1.0,144.0,8.0,1
12588.0,0.0,39.0,1.0,214.89999999999998,39.0,1
12589.0,115.0,87.0,2.0,646.6800000000001,87.0,1
12590.0,0.0,211.0,2.0,9864.26,211.0,4
12591.0,0.0,317.0,1.0,452.84999999999997,317.0,4
12592.0,121.0,152.5,2.0,437.6,152.5,2
12593.0,110.0,152.66666666666666,3.0,418.1,152.66666666666666,1
12594.0,285.0,68.66666666666667,10.0,3338.2200000000003,68.66666666666667,2
12596.0,190.0,146.5,2.0,618.27,146.5,2
12597.0,248.0,80.66666666666667,4.0,3811.22,80.66666666666667,2
12598.0,275.0,19.666666666666668,8.0,3023.08,19.666666666666668,2
12599.0,275.0,102.33333333333333,7.0,1032.58,102.33333333333333,2
12600.0,342.0,75.33333333333333,10.0,2599.04,75.33333333333333,2
12601.0,142.0,216.0,5.0,577.0600000000001,216.0,4
12602.0,0.0,59.0,1.0,153.12,59.0,1
12603.0,0.0,22.0,1.0,739.1999999999999,22.0,1
12604.0,182.0,170.5,2.0,254.18,170.5,2
12607.0,0.0,60.0,1.0,1579.51,60.0,1
12609.0,240.0,194.0,3.0,1126.85,194.0,2
12610.0,103.0,37.333333333333336,5.0,2099.54,37.333333333333336,1
12611.0,0.0,52.0,1.0,1193.32,52.0,1
12612.0,0.0,74.0,1.0,704.0400000000001,74.0,1
12613.0,204.0,151.0,5.0,3344.38,151.0,2
12614.0,0.0,278.0,1.0,315.6,278.0,4
12615.0,166.0,37.0,4.0,2291.19,37.0,2
12616.0,202.0,196.0,2.0,713.3,196.0,2
12617.0,0.0,29.0,1.0,355.53,29.0,1
12618.0,0.0,22.0,1.0,177.31,22.0,1
12619.0,237.0,42.666666666666664,9.0,3641.24,42.666666666666664,2
12620.0,189.0,100.33333333333333,3.0,1339.4099999999999,100.33333333333333,2
12621.0,364.0,26.333333333333332,20.0,13689.67,26.333333333333332,0
12622.0,0.0,232.0,1.0,180.1,232.0,4
12623.0,0.0,276.0,1.0,305.1,276.0,4
12624.0,71.0,142.0,2.0,641.13,142.0,1
12625.0,107.0,265.5,2.0,2683.8199999999997,265.5,4
12626.0,303.0,43.333333333333336,9.0,6620.48,43.333333333333336,2
12627.0,129.0,57.0,7.0,4478.530000000001,57.0,1
12628.0,60.0,34.0,3.0,786.46,34.0,1
12630.0,34.0,27.0,2.0,1270.88,27.0,1
12631.0,0.0,57.0,1.0,640.5,57.0,1
12633.0,229.0,128.66666666666666,4.0,2163.9800000000005,128.66666666666666,2
12635.0,65.0,122.5,2.0,1689.1799999999998,122.5,1
12637.0,256.0,84.0,8.0,6021.9,84.0,2
12638.0,0.0,33.0,1.0,671.69,33.0,1
12639.0,0.0,239.0,1.0,486.1,239.0,4
12640.0,57.0,43.666666666666664,3.0,1174.5800000000002,43.666666666666664,1
12641.0,0.0,115.0,1.0,185.9,115.0,1
12642.0,82.0,61.333333333333336,3.0,1013.2600000000001,61.333333333333336,1
12643.0,204.0,161.0,6.0,3344.6400000000003,161.0,2
12644.0,0.0,130.0,1.0,477.91,130.0,1
12645.0,282.0,121.33333333333333,4.0,1775.18,121.33333333333333,2
12646.0,44.0,27.0,2.0,1346.9699999999998,27.0,1
12647.0,346.0,63.0,12.0,3722.82,63.0,0
12648.0,0.0,155.0,1.0,318.05,155.0,1
12649.0,105.0,142.0,3.0,623.51,142.0,1
12650.0,0.0,3.0,1.0,314.44,3.0,1
12651.0,0.0,335.0,1.0,114.0,335.0,4
12652.0,0.0,331.0,1.0,919.98,331.0,4
12653.0,147.0,223.0,2.0,2209.85,223.0,4
12654.0,284.0,82.0,5.0,601.98,82.0,2
12656.0,216.0,68.66666666666667,5.0,4051.17,68.66666666666667,2
12657.0,67.0,21.333333333333332,4.0,1643.1799999999998,21.333333333333332,1
12658.0,0.0,19.0,1.0,686.05,19.0,1
12659.0,0.0,30.0,1.0,91.68,30.0,1
12660.0,0.0,11.0,1.0,245.1,11.0,1
12662.0,372.0,15.666666666666666,11.0,3849.78,15.666666666666666,0
12664.0,314.0,20.0,9.0,4881.88,20.0,2
12665.0,0.0,325.0,1.0,63.0,325.0,4
12667.0,0.0,58.0,1.0,620.13,58.0,1
12668.0,343.0,194.33333333333334,4.0,3807.1500000000005,194.33333333333334,2
12669.0,105.0,219.0,3.0,2744.0299999999997,219.0,4
12670.0,222.0,46.0,5.0,2996.0499999999997,46.0,2
12672.0,0.0,330.0,1.0,225.89999999999998,330.0,4
12673.0,321.0,166.0,2.0,610.52,166.0,2
12674.0,169.0,100.66666666666667,4.0,1970.6,100.66666666666667,2
12676.0,286.0,73.33333333333333,6.0,1331.39,73.33333333333333,2
12678.0,311.0,54.666666666666664,12.0,17628.460000000003,54.666666666666664,0
12679.0,225.0,117.66666666666667,4.0,1113.02,117.66666666666667,2
12680.0,112.0,54.666666666666664,4.0,862.81,54.666666666666664,1
12681.0,353.0,20.0,22.0,13787.54,20.0,0
12682.0,367.0,9.0,31.0,12288.22,9.0,0
12683.0,361.0,19.333333333333332,15.0,8476.57,19.333333333333332,0
12684.0,205.0,32.333333333333336,7.0,2283.63,32.333333333333336,2
12685.0,65.0,45.666666666666664,6.0,2863.08,45.666666666666664,1
12686.0,0.0,372.0,1.0,89.14,372.0,4
12688.0,0.0,114.0,1.0,4873.8099999999995,114.0,1
12689.0,101.0,77.0,2.0,1247.61,77.0,1
12690.0,0.0,206.0,1.0,389.01,206.0,4
12691.0,329.0,77.0,6.0,1035.8,77.0,2
12693.0,192.0,201.0,4.0,855.91,201.0,2
12694.0,112.0,126.5,2.0,869.6700000000001,126.5,1
12695.0,203.0,60.0,4.0,582.1,60.0,2
12697.0,140.0,109.66666666666667,3.0,957.5899999999999,109.66666666666667,2
12700.0,207.0,76.66666666666667,4.0,4939.99,76.66666666666667,2
12701.0,162.0,161.0,2.0,797.71,161.0,2
12702.0,0.0,20.0,1.0,219.0,20.0,1
12703.0,0.0,71.0,1.0,283.55,71.0,1
12704.0,162.0,17.0,8.0,2340.84,17.0,2
12705.0,341.0,16.0,9.0,6868.290000000001,16.0,0
12707.0,0.0,292.0,1.0,603.42,292.0,4
12708.0,338.0,45.0,10.0,2712.9100000000003,45.0,2
12709.0,351.0,39.0,15.0,9736.52,39.0,0
12710.0,104.0,153.0,3.0,1149.02,153.0,1
12712.0,342.0,61.666666666666664,13.0,4396.13,61.666666666666664,0
12713.0,0.0,1.0,1.0,848.55,1.0,1
12714.0,285.0,98.66666666666667,5.0,4708.860000000001,98.66666666666667,2
12715.0,0.0,106.0,1.0,353.86,106.0,1
12716.0,129.0,68.5,2.0,1053.49,68.5,1
12717.0,94.0,198.5,2.0,1030.98,198.5,4
12718.0,0.0,71.0,1.0,238.25,71.0,1
12719.0,59.0,35.0,2.0,644.95,35.0,1
12720.0,366.0,11.0,25.0,5781.7300000000005,11.0,0
12721.0,323.0,98.33333333333333,6.0,2656.13,98.33333333333333,2
12722.0,65.0,106.0,4.0,997.6300000000001,106.0,1
12723.0,61.0,12.0,5.0,725.0699999999999,12.0,1
12724.0,327.0,86.66666666666667,4.0,1031.41,86.66666666666667,2
12725.0,0.0,371.0,1.0,427.8,371.0,4
12726.0,329.0,99.66666666666667,7.0,2609.1,99.66666666666667,2
12727.0,309.0,97.66666666666667,7.0,3980.7,97.66666666666667,2
12728.0,261.0,204.0,4.0,836.3299999999999,204.0,2
12729.0,0.0,114.0,1.0,453.01,114.0,1
12731.0,341.0,48.666666666666664,12.0,18895.91,48.666666666666664,0
12732.0,0.0,180.0,1.0,236.26000000000002,180.0,4
12733.0,0.0,234.0,1.0,383.95,234.0,4
12734.0,0.0,353.0,1.0,110.39999999999999,353.0,4
12735.0,21.0,326.0,2.0,779.5699999999999,326.0,4
12736.0,0.0,333.0,1.0,234.0,333.0,4
12738.0,0.0,372.0,1.0,155.35,372.0,4
12739.0,20.0,88.5,2.0,1013.04,88.5,1
12740.0,0.0,64.0,1.0,427.6,64.0,1
12743.0,0.0,134.0,2.0,546.4300000000001,134.0,1
12744.0,266.0,84.33333333333333,7.0,21279.29,84.33333333333333,0
12747.0,366.0,30.333333333333332,11.0,4196.01,30.333333333333332,0
12748.0,372.0,1.0,209.0,33719.729999999996,1.0,3
12749.0,209.0,52.666666666666664,5.0,4090.88,52.666666666666664,2
12750.0,0.0,129.0,1.0,275.88,129.0,1
12752.0,0.0,81.0,1.0,4366.78,81.0,1
12753.0,339.0,135.66666666666666,6.0,21429.39,135.66666666666666,2
12754.0,72.0,274.0,3.0,3010.74,274.0,4
12755.0,85.0,323.5,2.0,3811.95,323.5,4
12756.0,0.0,87.0,1.0,112.07999999999998,87.0,1
12757.0,195.0,23.333333333333332,13.0,7857.1,23.333333333333332,0
12758.0,159.0,197.0,2.0,2791.59,197.0,2
12759.0,223.0,166.66666666666666,3.0,1531.44,166.66666666666666,2
12762.0,17.0,16.5,2.0,1898.52,16.5,1
12763.0,230.0,253.5,2.0,494.08,253.5,2
12764.0,0.0,317.0,1.0,1693.88,317.0,4
12766.0,362.0,70.33333333333333,7.0,6989.630000000001,70.33333333333333,2
12769.0,0.0,239.0,1.0,1143.6,239.0,4
12770.0,0.0,211.0,1.0,1351.45,211.0,4
12772.0,0.0,60.0,1.0,892.47,60.0,1
12775.0,294.0,136.66666666666666,5.0,1386.04,136.66666666666666,2
12778.0,292.0,88.66666666666667,6.0,822.23,88.66666666666667,2
12779.0,333.0,142.0,8.0,3981.36,142.0,2
12781.0,221.0,174.5,2.0,826.74,174.5,2
12782.0,352.0,136.33333333333334,5.0,2330.92,136.33333333333334,2
12783.0,73.0,29.666666666666668,6.0,2225.91,29.666666666666668,1
12784.0,6.0,12.0,2.0,574.42,12.0,1
12785.0,0.0,364.0,1.0,311.95,364.0,4
12787.0,182.0,98.33333333333333,3.0,463.65999999999997,98.33333333333333,2
12789.0,0.0,65.0,1.0,91.85,65.0,1
12790.0,0.0,192.0,1.0,324.92,192.0,4
12791.0,0.0,374.0,1.0,192.60000000000002,374.0,4
12792.0,0.0,257.0,1.0,400.53999999999996,257.0,4
12793.0,36.0,353.0,2.0,545.48,353.0,4
12794.0,45.0,76.0,2.0,860.41,76.0,1
12795.0,0.0,19.0,1.0,430.48,19.0,1
12797.0,0.0,366.0,1.0,254.03,366.0,4
12798.0,160.0,75.0,3.0,6977.04,75.0,2
12802.0,0.0,187.0,1.0,427.58,187.0,4
12808.0,331.0,197.0,3.0,483.65000000000003,197.0,2
12809.0,0.0,178.0,1.0,489.31,178.0,4
12811.0,23.0,269.0,3.0,514.85,269.0,4
12812.0,0.0,45.0,1.0,229.64000000000001,45.0,1
12814.0,0.0,102.0,1.0,125.92,102.0,1
12815.0,50.0,173.0,2.0,1063.46,173.0,4
12816.0,80.0,136.0,2.0,572.2,136.0,1
12817.0,0.0,281.0,1.0,166.04,281.0,4
12818.0,0.0,262.0,1.0,1542.08,262.0,4
12820.0,323.0,40.666666666666664,4.0,942.34,40.666666666666664,2
12821.0,0.0,214.0,1.0,92.72,214.0,4
12822.0,16.0,79.0,2.0,948.88,79.0,1
12823.0,221.0,152.33333333333334,5.0,1759.5,152.33333333333334,2
12824.0,0.0,60.0,1.0,397.12,60.0,1
12826.0,362.0,34.666666666666664,7.0,1474.7199999999998,34.666666666666664,2
12827.0,38.0,27.666666666666668,3.0,430.15,27.666666666666668,1
12828.0,127.0,25.666666666666668,6.0,1018.7099999999999,25.666666666666668,1
12829.0,23.0,348.5,2.0,293.0,348.5,4
12830.0,134.0,87.66666666666667,6.0,6814.639999999999,87.66666666666667,2
12831.0,0.0,262.0,1.0,215.05,262.0,4
12832.0,65.0,65.0,2.0,383.03000000000003,65.0,1
12833.0,0.0,145.0,1.0,417.38,145.0,1
12834.0,0.0,283.0,1.0,312.38,283.0,4
12836.0,252.0,138.33333333333334,4.0,2612.86,138.33333333333334,2
12837.0,0.0,173.0,1.0,134.1,173.0,4
12838.0,340.0,204.0,2.0,683.1300000000001,204.0,2
12839.0,364.0,13.333333333333334,14.0,5591.420000000001,13.333333333333334,0
12840.0,82.0,180.33333333333334,4.0,2726.7699999999995,180.33333333333334,4
12841.0,367.0,8.333333333333334,25.0,4022.3500000000004,8.333333333333334,0
12842.0,238.0,189.5,2.0,1118.99,189.5,2
12843.0,198.0,131.33333333333334,8.0,1702.26,131.33333333333334,2
12844.0,101.0,79.5,2.0,325.96000000000004,79.5,1
12845.0,22.0,269.0,4.0,354.09,269.0,4
12847.0,0.0,22.0,1.0,871.54,22.0,1
12849.0,237.0,150.0,2.0,1050.8899999999999,150.0,2
12851.0,0.0,97.0,1.0,135.18,97.0,1
12852.0,0.0,295.0,1.0,311.55,295.0,4
12853.0,181.0,135.0,6.0,1957.1,135.0,2
12854.0,239.0,212.66666666666666,3.0,1324.5,212.66666666666666,2
12855.0,0.0,373.0,1.0,38.1,373.0,4
12856.0,55.0,18.666666666666668,6.0,2179.93,18.666666666666668,1
12857.0,91.0,257.0,2.0,1106.4,257.0,4
12863.0,0.0,52.0,1.0,521.2,52.0,1
12864.0,0.0,138.0,1.0,147.12,138.0,1
12865.0,97.0,75.0,2.0,1568.23,75.0,1
12866.0,0.0,283.0,1.0,559.12,283.0,4
12867.0,333.0,95.66666666666667,7.0,4036.8199999999997,95.66666666666667,2
12868.0,187.0,224.33333333333334,6.0,1607.06,224.33333333333334,2
12871.0,123.0,145.5,2.0,380.64,145.5,2
12872.0,38.0,346.0,2.0,599.97,346.0,4
12873.0,0.0,282.0,1.0,374.0,282.0,4
12875.0,219.0,253.0,2.0,343.2300000000001,253.0,4
12876.0,138.0,127.0,2.0,2218.02,127.0,2
12877.0,354.0,35.333333333333336,12.0,1535.7700000000002,35.333333333333336,0
12878.0,29.0,251.0,2.0,854.99,251.0,4
12879.0,47.0,72.66666666666667,3.0,573.22,72.66666666666667,1
12881.0,0.0,276.0,1.0,298.0,276.0,4
12882.0,24.0,21.5,2.0,1463.04,21.5,1
12883.0,64.0,25.0,4.0,703.47,25.0,1
12884.0,0.0,88.0,1.0,309.05,88.0,1
12885.0,60.0,83.33333333333333,3.0,1175.2200000000003,83.33333333333333,1
12886.0,151.0,144.0,2.0,1378.4,144.0,2
12888.0,41.0,234.5,2.0,354.12,234.5,4
12890.0,0.0,24.0,1.0,380.46999999999997,24.0,1
12891.0,107.0,233.33333333333334,3.0,331.0,233.33333333333334,4
12893.0,0.0,31.0,1.0,188.14,31.0,1
12895.0,44.0,64.5,2.0,372.8,64.5,1
12897.0,97.0,253.5,2.0,216.5,253.5,4
12901.0,261.0,9.666666666666666,28.0,17654.54,9.666666666666666,0
12902.0,0.0,265.0,1.0,138.68,265.0,4
12904.0,154.0,95.0,2.0,509.58,95.0,2
12906.0,66.0,12.0,5.0,2919.8100000000004,12.0,1
12908.0,136.0,244.5,2.0,750.0,244.5,4
12909.0,213.0,110.0,5.0,2178.67,110.0,2
12910.0,218.0,36.666666666666664,8.0,3075.04,36.666666666666664,2
12912.0,37.0,8.333333333333334,5.0,1662.3000000000002,8.333333333333334,1
12913.0,363.0,101.33333333333333,5.0,2483.63,101.33333333333333,2
12915.0,223.0,261.0,2.0,363.65,261.0,4
12916.0,181.0,199.66666666666666,4.0,3006.15,199.66666666666666,2
12917.0,0.0,128.0,1.0,594.0,128.0,1
12919.0,161.0,19.0,6.0,1335.19,19.0,1
12920.0,0.0,17.0,1.0,164.23,17.0,1
12921.0,364.0,11.0,37.0,16587.09,11.0,0
12922.0,0.0,161.0,1.0,405.38,161.0,1
12923.0,0.0,64.0,1.0,176.97,64.0,1
12924.0,239.0,187.33333333333334,4.0,933.7,187.33333333333334,2
12925.0,70.0,40.0,2.0,694.05,40.0,1
12928.0,323.0,76.33333333333333,5.0,2062.7,76.33333333333333,2
