id_usuario,intervalo,fecha_inicio,fecha_fin,Length,Recency_Prime,Frequency,Monetary
12386.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12386.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12388.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,21.0,30.5,2.0,555.35
12388.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,51.0,1.0,210.9
12388.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12388.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,47.0,1.0,902.09
12388.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,35.0,1.0,825.9200000000001
12390.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12390.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12390.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12390.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12390.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,39.0,1.0,549.84
12393.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,3.0,45.5,2.0,639.5
12393.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,21.0,1.0,421.6
12393.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12393.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12393.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,32.0,1.0,521.5
12394.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12394.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12394.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,54.0,1.0,381.08
12394.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12394.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,24.0,1.0,891.4
12395.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,16.0,1.0,231.51
12395.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,37.0,1.0,326.5
12395.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,6.0,51.5,2.0,331.78999999999996
12395.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,49.0,36.0,2.0,329.85
12395.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,26.0,1.0,346.68
12397.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12397.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12397.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12397.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,34.0,1.0,1214.81
12397.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12398.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12398.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12398.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12398.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12398.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,5.0,1.0,1635.6599999999999
12399.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12399.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,37.0,1.0,288.05
12399.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,30.0,35.0,2.0,610.98
12399.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,18.0,1.0,209.62
12399.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12401.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,18.0,1.0,84.3
12401.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12401.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12401.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12401.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12402.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,38.0,1.0,225.6
12402.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12402.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12402.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12402.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12403.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12403.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12403.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12403.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12403.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,9.0,1.0,427.7
12405.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12405.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12405.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12405.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,47.0,1.0,1710.39
12405.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12406.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12406.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12406.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,20.0,1.0,1621.25
12406.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12406.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12407.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12407.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,28.0,25.5,2.0,495.96000000000004
12407.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12407.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,22.0,44.0,2.0,911.4
12407.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,9.0,1.0,300.76
12408.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12408.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,36.0,2.0,837.59
12408.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,12.0,1.0,654.18
12408.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12408.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,58.0,1.0,642.28
12409.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12409.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12409.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,19.0,1.0,6207.08
12409.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12409.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,38.5,2.0,4865.59
12410.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,23.0,2.0,693.3299999999999
12410.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12410.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12410.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12410.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12412.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12412.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12412.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,6.0,1.0,514.5
12412.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,36.0,1.0,376.24
12412.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,34.0,1.0,336.14
12413.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,52.0,1.0,479.25
12413.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,12.0,1.0,84.65
12413.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12413.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12413.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,26.0,1.0,194.20000000000002
12414.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,25.0,1.0,153.76
12414.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,3.0,1.0,242.8
12414.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,54.0,1.0,165.85
12414.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12414.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12415.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,39.0,37.333333333333336,3.0,21115.9
12415.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,29.0,42.5,2.0,17076.84
12415.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,28.0,22.666666666666668,4.0,36117.97
12415.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,35.0,34.0,4.0,24835.449999999997
12415.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,33.0,36.333333333333336,4.0,19413.49
12417.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,33.0,1.0,323.44
12417.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,55.0,29.0,2.0,846.3
12417.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,24.0,1.0,437.19
12417.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,20.0,15.5,2.0,918.25
12417.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12418.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12418.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12418.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12418.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,11.0,1.0,668.58
12418.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12420.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12420.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12420.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12420.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12420.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,23.0,1.0,600.39
12421.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,34.0,1.0,157.45
12421.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12421.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,10.0,1.0,239.35
12421.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,13.0,1.0,231.76
12421.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12422.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,39.0,1.0,238.5
12422.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12422.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,5.0,1.0,417.36
12422.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12422.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,55.0,1.0,147.7
12423.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,6.0,1.0,192.31
12423.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,17.0,30.5,2.0,602.71
12423.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,8.0,32.5,2.0,418.74
12423.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,,0.0,0.0
12423.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,60.0,1.0,198.98
12424.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12424.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
12424.0,2,2011-04-30 08:26:00,2011-06-30 08:26:00,0.0,,0.0,0.0
12424.0,3,2011-06-30 08:26:00,2011-08-31 08:26:00,0.0,61.0,2.0,1760.9600000000003
12424.0,4,2011-08-31 08:26:00,2011-10-31 08:26:00,0.0,,0.0,0.0
12425.0,0,2010-12-31 08:26:00,2011-02-28 08:26:00,0.0,,0.0,0.0
12425.0,1,2011-02-28 08:26:00,2011-04-30 08:26:00,0.0,,0.0,0.0
